Analysis,Date,Total_N,Gray_Zone_N,Plasma_Only_AUC,Plasma_MRI_AUC,MRI_Only_AUC,Delta_AUC,p_value,Bootstrap_Mean_Diff,Bootstrap_CI_Low,Bootstrap_CI_High,Prop_Favoring_MRI
Gray Zone MRI Enhancement,2026-08-04,1641,1044,0.8288442206179166,0.8534282331936035,0.720608407079646,0.024584012575686875,0.014149423125574694,0.023112489791825338,0.007385720945580374,0.03779140907825112,0.995
