gray_zone_n,prevalence,auc_plasma,auc_plasma_mri,delta_auc,ci_low,ci_high,delong_p,prop_boot_favouring_mri
724,0.6712707182320442,0.8104315800394233,0.8348895113600997,0.024457931320676418,0.010140479816822034,0.03863904463211937,0.0011105366166849714,0.999
